Range,Range Name,Chapter,Chapter Name,Section,Section Name,Subject,Subject Name,Level,Status,GitHub URL
010-019,Ground Handling and Servicing,012,Servicing,012-150,Gaseous Servicing,,,SECTION,REALIZED,https://github.com/AmedeoPelliccia/Q-plus-A/tree/main/01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q%2BATLANTIDE/000-099_S-ATLAS/010-019_Ground-Handling-and-Servicing/012_Servicing/012-150_Gaseous-Servicing
010-019,Ground Handling and Servicing,012,Servicing,012-200,Scheduled Servicing,,,SECTION,REALIZED,https://github.com/AmedeoPelliccia/Q-plus-A/tree/main/01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q%2BATLANTIDE/000-099_S-ATLAS/010-019_Ground-Handling-and-Servicing/012_Servicing/012-200_Scheduled-Servicing
010-019,Ground Handling and Servicing,012,Servicing,012-210,Lubricating Servicing,,,SECTION,REALIZED,https://github.com/AmedeoPelliccia/Q-plus-A/tree/main/01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q%2BATLANTIDE/000-099_S-ATLAS/010-019_Ground-Handling-and-Servicing/012_Servicing/012-210_Lubricating-Servicing
010-019,Ground Handling and Servicing,012,Servicing,012-220,Cleaning Servicing,,,SECTION,REALIZED,https://github.com/AmedeoPelliccia/Q-plus-A/tree/main/01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q%2BATLANTIDE/000-099_S-ATLAS/010-019_Ground-Handling-and-Servicing/012_Servicing/012-220_Cleaning-Servicing
010-019,Ground Handling and Servicing,012,Servicing,012-240,Disinfect Servicing,,,SECTION,REALIZED,https://github.com/AmedeoPelliccia/Q-plus-A/tree/main/01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q%2BATLANTIDE/000-099_S-ATLAS/010-019_Ground-Handling-and-Servicing/012_Servicing/012-240_Disinfect-Servicing
010-019,Ground Handling and Servicing,012,Servicing,012-250,Airframe Servicing,,,SECTION,REALIZED,https://github.com/AmedeoPelliccia/Q-plus-A/tree/main/01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q%2BATLANTIDE/000-099_S-ATLAS/010-019_Ground-Handling-and-Servicing/012_Servicing/012-250_Airframe-Servicing
010-019,Ground Handling and Servicing,012,Servicing,012-300,Unscheduled Servicing,,,SECTION,REALIZED,https://github.com/AmedeoPelliccia/Q-plus-A/tree/main/01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q%2BATLANTIDE/000-099_S-ATLAS/010-019_Ground-Handling-and-Servicing/012_Servicing/012-300_Unscheduled-Servicing
010-019,Ground Handling and Servicing,012,Servicing,012-310,Cold Weather Servicing,,,SECTION,REALIZED,https://github.com/AmedeoPelliccia/Q-plus-A/tree/main/01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q%2BATLANTIDE/000-099_S-ATLAS/010-019_Ground-Handling-and-Servicing/012_Servicing/012-310_Cold-Weather-Servicing
010-019,Ground Handling and Servicing,012,Servicing,012-900,Energy Conditioning and Smart Replenishment Operations,,,SECTION,REALIZED,https://github.com/AmedeoPelliccia/Q-plus-A/tree/main/01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q%2BATLANTIDE/000-099_S-ATLAS/010-019_Ground-Handling-and-Servicing/012_Servicing/012-900_Energy-Conditioning-and-Smart-Replenishment-Operations
020-029,Core Aircraft Systems,020,Standard Maintenance Practices,020-000,General,,,SECTION,REALIZED,https://github.com/AmedeoPelliccia/Q-plus-A/tree/main/01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q%2BATLANTIDE/000-099_S-ATLAS/020-029_Core-Aircraft-Systems/020_Standard-Maintenance-Practices/020-000_General
020-029,Core Aircraft Systems,020,Standard Maintenance Practices,020-010,Wire and Cable Identification,,,SECTION,REALIZED,https://github.com/AmedeoPelliccia/Q-plus-A/tree/main/01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q%2BATLANTIDE/000-099_S-ATLAS/020-029_Core-Aircraft-Systems/020_Standard-Maintenance-Practices/020-010_Wire-and-Cable-Identification
020-029,Core Aircraft Systems,020,Standard Maintenance Practices,020-100,General Maintenance Practices,,,SECTION,REALIZED,https://github.com/AmedeoPelliccia/Q-plus-A/tree/main/01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q%2BATLANTIDE/000-099_S-ATLAS/020-029_Core-Aircraft-Systems/020_Standard-Maintenance-Practices/020-100_General-Maintenance-Practices
020-029,Core Aircraft Systems,020,Standard Maintenance Practices,020-130,Electrical Components Maintenance Practices,,,SECTION,REALIZED,https://github.com/AmedeoPelliccia/Q-plus-A/tree/main/01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q%2BATLANTIDE/000-099_S-ATLAS/020-029_Core-Aircraft-Systems/020_Standard-Maintenance-Practices/020-130_Electrical-Components-Maintenance-Practices
020-029,Core Aircraft Systems,020,Standard Maintenance Practices,020-200,Flight Controls Maintenance Practices,,,SECTION,REALIZED,https://github.com/AmedeoPelliccia/Q-plus-A/tree/main/01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q%2BATLANTIDE/000-099_S-ATLAS/020-029_Core-Aircraft-Systems/020_Standard-Maintenance-Practices/020-200_Flight-Controls-Maintenance-Practices
020-029,Core Aircraft Systems,020,Standard Maintenance Practices,020-210,Tooling,,,SECTION,REALIZED,https://github.com/AmedeoPelliccia/Q-plus-A/tree/main/01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q%2BATLANTIDE/000-099_S-ATLAS/020-029_Core-Aircraft-Systems/020_Standard-Maintenance-Practices/020-210_Tooling
020-029,Core Aircraft Systems,020,Standard Maintenance Practices,020-300,Consumables,,,SECTION,REALIZED,https://github.com/AmedeoPelliccia/Q-plus-A/tree/main/01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q%2BATLANTIDE/000-099_S-ATLAS/020-029_Core-Aircraft-Systems/020_Standard-Maintenance-Practices/020-300_Consumables
020-029,Core Aircraft Systems,020,Standard Maintenance Practices,020-350,Electrical Components Maintenance Practices Junction Modules,,,SECTION,REALIZED,https://github.com/AmedeoPelliccia/Q-plus-A/tree/main/01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q%2BATLANTIDE/000-099_S-ATLAS/020-029_Core-Aircraft-Systems/020_Standard-Maintenance-Practices/020-350_Electrical-Components-Maintenance-Practices-Junction-Modules
020-029,Core Aircraft Systems,020,Standard Maintenance Practices,020-380,Component Data,,,SECTION,REALIZED,https://github.com/AmedeoPelliccia/Q-plus-A/tree/main/01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q%2BATLANTIDE/000-099_S-ATLAS/020-029_Core-Aircraft-Systems/020_Standard-Maintenance-Practices/020-380_Component-Data
020-029,Core Aircraft Systems,020,Standard Maintenance Practices,020-390,Modular Plug Connector,,,SECTION,REALIZED,https://github.com/AmedeoPelliccia/Q-plus-A/tree/main/01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q%2BATLANTIDE/000-099_S-ATLAS/020-029_Core-Aircraft-Systems/020_Standard-Maintenance-Practices/020-390_Modular-Plug-Connector
020-029,Core Aircraft Systems,020,Standard Maintenance Practices,020-400,Electrostatic Discharge and Static Grounding,,,SECTION,REALIZED,https://github.com/AmedeoPelliccia/Q-plus-A/tree/main/01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q%2BATLANTIDE/000-099_S-ATLAS/020-029_Core-Aircraft-Systems/020_Standard-Maintenance-Practices/020-400_Electrostatic-Discharge-and-Static-Grounding
020-029,Core Aircraft Systems,020,Standard Maintenance Practices,020-410,Assembly Practices,,,SECTION,REALIZED,https://github.com/AmedeoPelliccia/Q-plus-A/tree/main/01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q%2BATLANTIDE/000-099_S-ATLAS/020-029_Core-Aircraft-Systems/020_Standard-Maintenance-Practices/020-410_Assembly-Practices
020-029,Core Aircraft Systems,020,Standard Maintenance Practices,020-430,Soldering Procedures,,,SECTION,REALIZED,https://github.com/AmedeoPelliccia/Q-plus-A/tree/main/01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q%2BATLANTIDE/000-099_S-ATLAS/020-029_Core-Aircraft-Systems/020_Standard-Maintenance-Practices/020-430_Soldering-Procedures
020-029,Core Aircraft Systems,020,Standard Maintenance Practices,020-450,Harness Ties,,,SECTION,REALIZED,https://github.com/AmedeoPelliccia/Q-plus-A/tree/main/01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q%2BATLANTIDE/000-099_S-ATLAS/020-029_Core-Aircraft-Systems/020_Standard-Maintenance-Practices/020-450_Harness-Ties
020-029,Core Aircraft Systems,020,Standard Maintenance Practices,020-500,Installation Practices,,,SECTION,REALIZED,https://github.com/AmedeoPelliccia/Q-plus-A/tree/main/01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q%2BATLANTIDE/000-099_S-ATLAS/020-029_Core-Aircraft-Systems/020_Standard-Maintenance-Practices/020-500_Installation-Practices
020-029,Core Aircraft Systems,020,Standard Maintenance Practices,020-510,Clamping,,,SECTION,REALIZED,https://github.com/AmedeoPelliccia/Q-plus-A/tree/main/01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q%2BATLANTIDE/000-099_S-ATLAS/020-029_Core-Aircraft-Systems/020_Standard-Maintenance-Practices/020-510_Clamping
020-029,Core Aircraft Systems,020,Standard Maintenance Practices,020-520,Electrical Connector Mating,,,SECTION,REALIZED,https://github.com/AmedeoPelliccia/Q-plus-A/tree/main/01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q%2BATLANTIDE/000-099_S-ATLAS/020-029_Core-Aircraft-Systems/020_Standard-Maintenance-Practices/020-520_Electrical-Connector-Mating
020-029,Core Aircraft Systems,020,Standard Maintenance Practices,020-600,Maintenance Practices,,,SECTION,REALIZED,https://github.com/AmedeoPelliccia/Q-plus-A/tree/main/01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q%2BATLANTIDE/000-099_S-ATLAS/020-029_Core-Aircraft-Systems/020_Standard-Maintenance-Practices/020-600_Maintenance-Practices
020-029,Core Aircraft Systems,020,Standard Maintenance Practices,020-610,Harness and Electrical Connector Cleaning,,,SECTION,REALIZED,https://github.com/AmedeoPelliccia/Q-plus-A/tree/main/01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q%2BATLANTIDE/000-099_S-ATLAS/020-029_Core-Aircraft-Systems/020_Standard-Maintenance-Practices/020-610_Harness-and-Electrical-Connector-Cleaning
020-029,Core Aircraft Systems,020,Standard Maintenance Practices,020-620,EWIS Components Inspections,,,SECTION,REALIZED,https://github.com/AmedeoPelliccia/Q-plus-A/tree/main/01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q%2BATLANTIDE/000-099_S-ATLAS/020-029_Core-Aircraft-Systems/020_Standard-Maintenance-Practices/020-620_EWIS-Components-Inspections
020-029,Core Aircraft Systems,020,Standard Maintenance Practices,020-670,Preventive Maintenance,,,SECTION,REALIZED,https://github.com/AmedeoPelliccia/Q-plus-A/tree/main/01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q%2BATLANTIDE/000-099_S-ATLAS/020-029_Core-Aircraft-Systems/020_Standard-Maintenance-Practices/020-670_Preventive-Maintenance
020-029,Core Aircraft Systems,020,Standard Maintenance Practices,020-900,High Energy Green Standard Practices,,,SECTION,REALIZED,https://github.com/AmedeoPelliccia/Q-plus-A/tree/main/01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q%2BATLANTIDE/000-099_S-ATLAS/020-029_Core-Aircraft-Systems/020_Standard-Maintenance-Practices/020-900_High-Energy-Green-Standard-Practices
020-029,Core Aircraft Systems,021,Air Conditioning Environmental Control,021-000,General,,,SECTION,REALIZED,https://github.com/AmedeoPelliccia/Q-plus-A/tree/main/01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q%2BATLANTIDE/000-099_S-ATLAS/020-029_Core-Aircraft-Systems/021_Air-Conditioning-Environmental-Control/021-000_General
020-029,Core Aircraft Systems,021,Air Conditioning Environmental Control,021-200,Distribution,,,SECTION,REALIZED,https://github.com/AmedeoPelliccia/Q-plus-A/tree/main/01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q%2BATLANTIDE/000-099_S-ATLAS/020-029_Core-Aircraft-Systems/021_Air-Conditioning-Environmental-Control/021-200_Distribution
020-029,Core Aircraft Systems,021,Air Conditioning Environmental Control,021-210,Cockpit Distribution,,,SECTION,REALIZED,https://github.com/AmedeoPelliccia/Q-plus-A/tree/main/01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q%2BATLANTIDE/000-099_S-ATLAS/020-029_Core-Aircraft-Systems/021_Air-Conditioning-Environmental-Control/021-210_Cockpit-Distribution
020-029,Core Aircraft Systems,021,Air Conditioning Environmental Control,021-220,Passenger Cabin Distribution,,,SECTION,REALIZED,https://github.com/AmedeoPelliccia/Q-plus-A/tree/main/01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q%2BATLANTIDE/000-099_S-ATLAS/020-029_Core-Aircraft-Systems/021_Air-Conditioning-Environmental-Control/021-220_Passenger-Cabin-Distribution
020-029,Core Aircraft Systems,021,Air Conditioning Environmental Control,021-230,Gasper,,,SECTION,REALIZED,https://github.com/AmedeoPelliccia/Q-plus-A/tree/main/01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q%2BATLANTIDE/000-099_S-ATLAS/020-029_Core-Aircraft-Systems/021_Air-Conditioning-Environmental-Control/021-230_Gasper
020-029,Core Aircraft Systems,021,Air Conditioning Environmental Control,021-240,Recirculation,,,SECTION,REALIZED,https://github.com/AmedeoPelliccia/Q-plus-A/tree/main/01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q%2BATLANTIDE/000-099_S-ATLAS/020-029_Core-Aircraft-Systems/021_Air-Conditioning-Environmental-Control/021-240_Recirculation
020-029,Core Aircraft Systems,021,Air Conditioning Environmental Control,021-250,Ram Air Ventilation,,,SECTION,REALIZED,https://github.com/AmedeoPelliccia/Q-plus-A/tree/main/01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q%2BATLANTIDE/000-099_S-ATLAS/020-029_Core-Aircraft-Systems/021_Air-Conditioning-Environmental-Control/021-250_Ram-Air-Ventilation
020-029,Core Aircraft Systems,021,Air Conditioning Environmental Control,021-260,Avionics Compartment Ventilation,,,SECTION,REALIZED,https://github.com/AmedeoPelliccia/Q-plus-A/tree/main/01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q%2BATLANTIDE/000-099_S-ATLAS/020-029_Core-Aircraft-Systems/021_Air-Conditioning-Environmental-Control/021-260_Avionics-Compartment-Ventilation
020-029,Core Aircraft Systems,021,Air Conditioning Environmental Control,021-270,Cargo Compartment Ventilation,,,SECTION,REALIZED,https://github.com/AmedeoPelliccia/Q-plus-A/tree/main/01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q%2BATLANTIDE/000-099_S-ATLAS/020-029_Core-Aircraft-Systems/021_Air-Conditioning-Environmental-Control/021-270_Cargo-Compartment-Ventilation
020-029,Core Aircraft Systems,021,Air Conditioning Environmental Control,021-280,Miscellaneous Equipment and Chiller Ventilation,,,SECTION,REALIZED,https://github.com/AmedeoPelliccia/Q-plus-A/tree/main/01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q%2BATLANTIDE/000-099_S-ATLAS/020-029_Core-Aircraft-Systems/021_Air-Conditioning-Environmental-Control/021-280_Miscellaneous-Equipment-and-Chiller-Ventilation
020-029,Core Aircraft Systems,021,Air Conditioning Environmental Control,021-290,Low Pressure Ground Supply,,,SECTION,REALIZED,https://github.com/AmedeoPelliccia/Q-plus-A/tree/main/01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q%2BATLANTIDE/000-099_S-ATLAS/020-029_Core-Aircraft-Systems/021_Air-Conditioning-Environmental-Control/021-290_Low-Pressure-Ground-Supply
020-029,Core Aircraft Systems,021,Air Conditioning Environmental Control,021-300,Pressurization Control,,,SECTION,REALIZED,https://github.com/AmedeoPelliccia/Q-plus-A/tree/main/01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q%2BATLANTIDE/000-099_S-ATLAS/020-029_Core-Aircraft-Systems/021_Air-Conditioning-Environmental-Control/021-300_Pressurization-Control
020-029,Core Aircraft Systems,021,Air Conditioning Environmental Control,021-310,Pressurization Control and Indication,,,SECTION,REALIZED,https://github.com/AmedeoPelliccia/Q-plus-A/tree/main/01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q%2BATLANTIDE/000-099_S-ATLAS/020-029_Core-Aircraft-Systems/021_Air-Conditioning-Environmental-Control/021-310_Pressurization-Control-and-Indication
020-029,Core Aircraft Systems,021,Air Conditioning Environmental Control,021-320,Cabin Pressure Relief,,,SECTION,REALIZED,https://github.com/AmedeoPelliccia/Q-plus-A/tree/main/01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q%2BATLANTIDE/000-099_S-ATLAS/020-029_Core-Aircraft-Systems/021_Air-Conditioning-Environmental-Control/021-320_Cabin-Pressure-Relief
020-029,Core Aircraft Systems,021,Air Conditioning Environmental Control,021-330,Cargo Compartment Pressure Equalization,,,SECTION,REALIZED,https://github.com/AmedeoPelliccia/Q-plus-A/tree/main/01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q%2BATLANTIDE/000-099_S-ATLAS/020-029_Core-Aircraft-Systems/021_Air-Conditioning-Environmental-Control/021-330_Cargo-Compartment-Pressure-Equalization
020-029,Core Aircraft Systems,021,Air Conditioning Environmental Control,021-400,Heating,,,SECTION,REALIZED,https://github.com/AmedeoPelliccia/Q-plus-A/tree/main/01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q%2BATLANTIDE/000-099_S-ATLAS/020-029_Core-Aircraft-Systems/021_Air-Conditioning-Environmental-Control/021-400_Heating
020-029,Core Aircraft Systems,021,Air Conditioning Environmental Control,021-410,Floor Panel Heating,,,SECTION,REALIZED,https://github.com/AmedeoPelliccia/Q-plus-A/tree/main/01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q%2BATLANTIDE/000-099_S-ATLAS/020-029_Core-Aircraft-Systems/021_Air-Conditioning-Environmental-Control/021-410_Floor-Panel-Heating
020-029,Core Aircraft Systems,021,Air Conditioning Environmental Control,021-500,Environmental Cooling Electric Integrated,,,SECTION,REALIZED,https://github.com/AmedeoPelliccia/Q-plus-A/tree/main/01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q%2BATLANTIDE/000-099_S-ATLAS/020-029_Core-Aircraft-Systems/021_Air-Conditioning-Environmental-Control/021-500_Environmental-Cooling-Electric-Integrated
020-029,Core Aircraft Systems,021,Air Conditioning Environmental Control,021-510,Environmental Cooling Unit Electric,,,SECTION,REALIZED,https://github.com/AmedeoPelliccia/Q-plus-A/tree/main/01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q%2BATLANTIDE/000-099_S-ATLAS/020-029_Core-Aircraft-Systems/021_Air-Conditioning-Environmental-Control/021-510_Environmental-Cooling-Unit-Electric
020-029,Core Aircraft Systems,021,Air Conditioning Environmental Control,021-600,Temperature Control,,,SECTION,REALIZED,https://github.com/AmedeoPelliccia/Q-plus-A/tree/main/01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q%2BATLANTIDE/000-099_S-ATLAS/020-029_Core-Aircraft-Systems/021_Air-Conditioning-Environmental-Control/021-600_Temperature-Control
020-029,Core Aircraft Systems,021,Air Conditioning Environmental Control,021-610,Cockpit Zone Temperature Control,,,SECTION,REALIZED,https://github.com/AmedeoPelliccia/Q-plus-A/tree/main/01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q%2BATLANTIDE/000-099_S-ATLAS/020-029_Core-Aircraft-Systems/021_Air-Conditioning-Environmental-Control/021-610_Cockpit-Zone-Temperature-Control
020-029,Core Aircraft Systems,021,Air Conditioning Environmental Control,021-620,Passenger Cabin Zone Temperature Control,,,SECTION,REALIZED,https://github.com/AmedeoPelliccia/Q-plus-A/tree/main/01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q%2BATLANTIDE/000-099_S-ATLAS/020-029_Core-Aircraft-Systems/021_Air-Conditioning-Environmental-Control/021-620_Passenger-Cabin-Zone-Temperature-Control
020-029,Core Aircraft Systems,021,Air Conditioning Environmental Control,021-900,Energy System Thermal Integration,,,SECTION,REALIZED,https://github.com/AmedeoPelliccia/Q-plus-A/tree/main/01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q%2BATLANTIDE/000-099_S-ATLAS/020-029_Core-Aircraft-Systems/021_Air-Conditioning-Environmental-Control/021-900_Energy-System-Thermal-Integration
020-029,Core Aircraft Systems,022,Auto Flight,022-000,General,,,SECTION,REALIZED,https://github.com/AmedeoPelliccia/Q-plus-A/tree/main/01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q%2BATLANTIDE/000-099_S-ATLAS/020-029_Core-Aircraft-Systems/022_Auto-Flight/022-000_General
